RecipeName,RecipeCategory,Difficulty,PreparationTimeMinutes,TotalIngredientCount,MatchedIngredientCount,MissingIngredientCount,MatchedIngredientRatio,RiskyIngredientCount,AverageDaysUntilExpiration,HasSensitiveIngredient,UserLikedSimilarRecipes,UserSavedSimilarRecipes,UserCookedSimilarRecipes,UserDislikedSimilarRecipes,ViewedSimilarRecipes,Season,RecommendationScore,RecommendationLabel
Sebze Çorbası,Çorba,Kolay,28,5,5,0,1.0,3,16,False,4,2,1,2,3,Yaz,100.0,High
Domates Çorbası,Çorba,Kolay,25,5,1,4,0.2,1,9,True,8,1,0,3,1,Sonbahar,26.2,Low
Mercimek Çorbası,Çorba,Kolay,30,8,6,2,0.75,3,1,True,0,6,4,4,9,Sonbahar,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,8,7,1,0.875,0,10,False,3,3,4,1,12,Sonbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,9,4,5,0.444,2,23,True,3,6,1,1,13,İlkbahar,87.56,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,1,3,0.25,1,0,True,1,1,5,2,3,İlkbahar,43.35,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,2,3,0.4,1,7,True,8,3,3,4,10,Kış,80.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,10,7,3,0.7,1,1,True,6,5,5,5,14,Sonbahar,100.0,High
Domates Çorbası,Çorba,Kolay,25,4,1,3,0.25,1,10,False,0,6,2,2,11,İlkbahar,51.75,Medium
Menemen,Kahvaltı,Kolay,20,6,2,4,0.333,0,2,True,5,0,4,1,0,Sonbahar,59.67,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,1,8,0.111,1,13,False,7,5,4,1,9,İlkbahar,61.69,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,4,1,3,0.25,0,30,False,6,3,1,2,4,İlkbahar,33.55,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,5,0,5,0.0,0,22,True,4,4,3,1,11,İlkbahar,44.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,7,7,0,1.0,3,27,True,5,0,1,1,7,Sonbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,10,1,9,0.1,1,3,True,1,4,3,3,9,Sonbahar,22.3,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,8,8,0,1.0,1,0,True,5,2,2,2,8,İlkbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,9,2,7,0.222,1,20,True,6,1,3,1,9,Sonbahar,51.58,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,9,1,0.9,3,16,False,1,3,1,1,8,İlkbahar,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,3,6,0.333,2,28,True,3,0,3,4,8,İlkbahar,32.27,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,6,5,1,0.833,0,18,False,5,2,4,4,5,Sonbahar,84.17,High
Sebzeli Omlet,Kahvaltı,Kolay,15,7,6,1,0.857,0,25,True,7,1,2,2,2,Yaz,98.4,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,5,4,1,0.8,2,22,True,5,1,2,2,13,İlkbahar,100.0,High
Sebze Çorbası,Çorba,Kolay,28,4,1,3,0.25,1,13,False,0,1,5,0,14,Sonbahar,60.75,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,10,3,7,0.3,2,3,False,7,1,1,4,9,Sonbahar,38.3,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,7,2,5,0.286,0,1,False,2,5,3,2,1,Yaz,53.2,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,4,0,4,0.0,0,27,False,4,5,3,5,14,Sonbahar,20.0,Low
Mercimek Çorbası,Çorba,Kolay,30,4,0,4,0.0,0,5,False,1,2,0,1,7,Yaz,6.4,Low
Domates Çorbası,Çorba,Kolay,25,7,1,6,0.143,0,23,False,4,2,0,5,7,Kış,0.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,10,6,4,0.6,1,4,True,7,6,2,5,9,Sonbahar,92.8,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,4,3,1,0.75,1,23,True,4,6,1,4,6,İlkbahar,87.45,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,6,3,3,0.5,0,7,True,6,4,0,2,9,Sonbahar,75.3,High
Sebzeli Pilav,Ana Yemek,Kolay,25,10,5,5,0.5,1,23,False,5,0,2,3,13,Yaz,46.5,Medium
Tavuklu Salata,Salata,Orta,25,9,2,7,0.222,0,14,False,6,3,1,4,15,Kış,3.78,Low
Tavuklu Salata,Salata,Orta,25,5,3,2,0.6,0,29,True,3,6,5,4,5,Kış,78.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,0,6,0.0,0,27,True,5,3,1,3,4,Kış,0.0,Low
Domates Çorbası,Çorba,Kolay,25,5,2,3,0.4,2,25,False,0,6,0,2,10,Yaz,58.0,Medium
Sütlaç,Tatlı,Orta,45,9,4,5,0.444,0,20,False,3,3,3,0,1,Sonbahar,49.76,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,1,3,0.25,1,24,False,2,3,2,3,1,İlkbahar,28.95,Low
Yoğurt Çorbası,Çorba,Orta,35,10,4,6,0.4,4,6,False,7,0,0,3,11,Kış,54.0,Medium
Muzlu Pankek,Tatlı,Orta,25,6,3,3,0.5,2,24,False,1,1,1,1,1,İlkbahar,42.7,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,7,7,0,1.0,3,29,True,5,0,1,0,15,Kış,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,7,3,4,0.429,2,23,False,7,6,3,2,13,Yaz,98.0,High
Sebze Çorbası,Çorba,Kolay,28,10,3,7,0.3,0,17,False,1,0,5,3,7,İlkbahar,8.9,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,3,1,0.75,3,10,True,2,0,2,1,14,Kış,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,5,2,3,0.4,1,4,False,2,2,0,4,0,Yaz,7.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,1,5,0.167,0,20,False,6,1,4,0,14,Sonbahar,35.83,Low
Tavuklu Salata,Salata,Orta,25,7,1,6,0.143,1,4,True,2,2,2,0,15,Yaz,41.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,8,3,5,0.375,2,2,True,8,0,5,0,7,Kış,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,1,6,0.143,1,20,True,1,1,5,3,9,Kış,26.8,Low
Sütlaç,Tatlı,Orta,45,4,3,1,0.75,1,9,False,7,6,0,2,4,Yaz,90.05,High
Mevsim Salata,Salata,Kolay,10,7,1,6,0.143,1,22,False,3,5,5,4,5,Kış,36.0,Low
Kıymalı Makarna,Ana Yemek,Orta,30,6,0,6,0.0,0,30,True,5,1,0,3,4,Kış,0.0,Low
Fırında Tavuk,Ana Yemek,Orta,45,4,1,3,0.25,0,29,False,5,1,5,4,5,İlkbahar,25.75,Low
Peynirli Tost,Kahvaltı,Kolay,10,8,3,5,0.375,0,18,False,7,3,4,5,4,Sonbahar,39.92,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,7,0,1.0,3,26,False,2,0,3,2,12,Sonbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,8,0,8,0.0,0,25,True,7,2,3,4,12,Yaz,4.0,Low
Muzlu Pankek,Tatlı,Orta,25,8,4,4,0.5,2,4,True,1,2,2,4,2,Sonbahar,40.9,Low
Fırında Tavuk,Ana Yemek,Orta,45,8,1,7,0.125,1,15,False,3,4,3,0,9,Kış,38.17,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,6,3,3,0.5,0,22,True,5,6,3,1,12,Sonbahar,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,5,4,1,0.8,0,19,False,5,4,4,5,7,Kış,83.4,High
Menemen,Kahvaltı,Kolay,20,5,3,2,0.6,1,18,True,0,3,3,5,4,Sonbahar,43.8,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,2,2,0.5,1,10,True,6,6,2,1,11,İlkbahar,89.5,High
Sebzeli Omlet,Kahvaltı,Kolay,15,8,4,4,0.5,4,29,False,3,4,5,1,11,Kış,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,4,3,0.571,2,14,False,0,2,0,5,6,Kış,23.2,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,1,9,0.1,1,1,False,3,4,1,2,1,Yaz,14.7,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,0,6,0.0,0,19,True,6,2,1,4,2,Yaz,0.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,10,10,0,1.0,2,22,True,3,1,3,3,12,Yaz,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,8,0,1.0,4,17,False,1,4,1,1,13,İlkbahar,100.0,High
Menemen,Kahvaltı,Kolay,20,4,4,0,1.0,2,18,True,6,2,0,4,6,Yaz,94.2,High
Yoğurt Çorbası,Çorba,Orta,35,4,0,4,0.0,0,6,True,0,1,0,4,7,Kış,0.0,Low
Fırında Tavuk,Ana Yemek,Orta,45,4,4,0,1.0,0,26,True,5,4,1,0,2,Yaz,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,10,6,4,0.6,2,8,False,0,6,3,0,11,Kış,100.0,High
Tavuklu Salata,Salata,Orta,25,8,0,8,0.0,0,28,True,3,4,1,3,8,Kış,0.0,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,10,5,5,0.5,0,23,True,3,1,1,3,1,Yaz,15.7,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,4,3,0.571,2,25,False,1,2,1,0,11,İlkbahar,78.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,4,5,0.444,1,17,False,0,3,2,0,12,Sonbahar,62.56,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,9,0,9,0.0,0,29,True,8,3,0,3,5,Yaz,0.0,Low
Fırında Tavuk,Ana Yemek,Orta,45,4,1,3,0.25,0,11,False,0,0,3,4,3,Sonbahar,0.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,4,3,1,0.75,3,19,True,1,0,3,4,11,İlkbahar,80.25,High
Mevsim Salata,Salata,Kolay,10,7,0,7,0.0,0,22,False,3,6,1,3,12,Sonbahar,7.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,1,9,0.1,0,14,False,8,0,2,2,1,İlkbahar,0.0,Low
Sütlaç,Tatlı,Orta,45,8,8,0,1.0,1,27,False,2,0,2,0,1,Yaz,99.2,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,1,7,0.125,0,21,False,6,5,2,4,8,Sonbahar,17.98,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,2,5,0.286,0,25,True,6,0,3,3,5,İlkbahar,31.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,5,3,2,0.6,1,21,True,5,6,4,0,15,Sonbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,6,5,1,0.833,1,3,False,8,2,4,0,2,İlkbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,6,6,0,1.0,1,20,False,7,2,0,1,7,Yaz,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,8,3,5,0.375,0,24,False,0,1,4,1,15,Sonbahar,30.12,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,2,5,0.286,2,14,False,8,0,3,3,7,İlkbahar,53.4,Medium
Muzlu Pankek,Tatlı,Orta,25,9,2,7,0.222,0,12,False,8,0,0,2,10,Sonbahar,6.78,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,7,2,0.778,0,17,False,3,3,0,4,13,İlkbahar,60.22,Medium
Menemen,Kahvaltı,Kolay,20,8,0,8,0.0,0,1,False,6,3,3,0,13,Kış,47.0,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,8,5,3,0.625,1,20,True,3,6,4,3,5,Yaz,99.88,High
Sütlaç,Tatlı,Orta,45,9,3,6,0.333,3,2,False,0,4,1,2,5,Kış,44.67,Low
Peynirli Tost,Kahvaltı,Kolay,10,5,1,4,0.2,0,15,False,2,0,2,5,6,Sonbahar,0.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,0,7,0.0,0,8,False,6,4,3,3,12,Yaz,0.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,9,8,1,0.889,3,17,False,8,2,3,2,5,İlkbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,5,5,0,1.0,0,1,False,5,5,5,2,10,Kış,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,6,2,4,0.333,1,10,True,0,6,4,1,8,Yaz,68.27,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,7,3,4,0.429,1,3,False,7,5,5,2,0,Sonbahar,100.0,High
Sebze Çorbası,Çorba,Kolay,28,10,9,1,0.9,2,10,True,5,5,1,2,11,Yaz,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,4,2,0.667,0,17,True,0,4,1,1,12,Yaz,76.33,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,5,1,4,0.2,1,16,True,6,6,3,3,4,Yaz,45.8,Medium
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,6,1,0.857,3,22,False,3,2,5,1,5,Yaz,100.0,High
Sütlaç,Tatlı,Orta,45,9,9,0,1.0,2,16,False,0,6,0,4,4,İlkbahar,93.8,High
Muzlu Pankek,Tatlı,Orta,25,8,7,1,0.875,4,16,False,7,2,1,2,10,Sonbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,10,4,6,0.4,4,6,True,8,2,4,2,15,Kış,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,6,3,3,0.5,0,0,False,1,1,0,2,6,Sonbahar,37.7,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,8,7,1,0.875,0,1,False,2,4,5,4,9,Kış,100.0,High
Mevsim Salata,Salata,Kolay,10,9,4,5,0.444,2,18,True,1,6,3,2,3,Yaz,78.16,High
Muzlu Pankek,Tatlı,Orta,25,8,8,0,1.0,1,6,False,0,6,4,1,12,Yaz,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,1,8,0.111,1,11,True,7,2,0,4,12,İlkbahar,5.89,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,4,4,0,1.0,4,18,True,3,5,4,3,10,Sonbahar,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,8,7,1,0.875,4,3,True,1,5,2,3,8,Sonbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,5,0,5,0.0,0,29,False,8,4,0,2,8,İlkbahar,28.6,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,6,1,5,0.167,0,18,True,1,6,1,5,10,Yaz,0.0,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,10,1,9,0.1,1,15,True,4,1,0,4,4,Sonbahar,0.0,Low
Sütlaç,Tatlı,Orta,45,9,4,5,0.444,3,14,False,1,4,4,2,1,Yaz,63.76,Medium
Sebze Çorbası,Çorba,Kolay,28,7,2,5,0.286,0,0,False,8,6,1,3,15,Sonbahar,70.0,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,10,9,1,0.9,3,22,False,5,1,3,4,6,Yaz,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,9,7,2,0.778,2,22,False,0,6,4,2,8,Yaz,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,9,5,4,0.556,3,26,True,0,0,3,1,8,Sonbahar,78.04,High
Tavuklu Salata,Salata,Orta,25,4,0,4,0.0,0,15,True,2,2,3,3,2,Sonbahar,1.4,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,0,8,0.0,0,17,True,6,5,4,3,2,İlkbahar,22.4,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,10,5,5,0.5,2,12,True,8,4,0,1,7,İlkbahar,85.9,High
Peynirli Tost,Kahvaltı,Kolay,10,8,4,4,0.5,2,30,False,8,6,4,1,1,Yaz,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,5,5,0.5,3,7,True,6,1,5,4,1,Sonbahar,87.7,High
Sebzeli Pilav,Ana Yemek,Kolay,25,7,6,1,0.857,2,30,False,0,1,4,5,5,Kış,71.0,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,5,4,1,0.8,0,18,False,8,4,2,0,4,İlkbahar,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,8,5,3,0.625,0,9,False,2,1,5,5,13,Kış,51.88,Medium
Muzlu Pankek,Tatlı,Orta,25,6,1,5,0.167,1,28,False,8,0,2,3,4,İlkbahar,18.63,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,4,4,0,1.0,4,16,False,7,4,1,4,12,Yaz,100.0,High
Domates Çorbası,Çorba,Kolay,25,10,4,6,0.4,0,28,False,6,0,3,1,3,Kış,41.6,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,4,2,2,0.5,1,7,True,4,1,2,4,7,Sonbahar,56.9,Medium
Mercimek Çorbası,Çorba,Kolay,30,6,6,0,1.0,1,22,True,0,6,1,5,1,İlkbahar,81.2,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,3,3,0.5,0,26,False,6,3,4,0,6,Sonbahar,72.7,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,4,0,4,0.0,0,25,False,4,6,3,4,5,Sonbahar,27.0,Low
Menemen,Kahvaltı,Kolay,20,8,6,2,0.75,2,21,True,1,2,4,0,12,Kış,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,2,2,0.5,2,4,False,8,6,1,1,13,Yaz,100.0,High
Sütlaç,Tatlı,Orta,45,5,0,5,0.0,0,11,True,5,1,3,0,13,Kış,33.0,Low
Yoğurt Çorbası,Çorba,Orta,35,8,3,5,0.375,1,4,True,3,1,1,5,5,Kış,7.12,Low
Tavuklu Salata,Salata,Orta,25,7,5,2,0.714,3,15,True,2,5,2,4,7,Sonbahar,92.4,High
Peynirli Tost,Kahvaltı,Kolay,10,5,3,2,0.6,2,5,True,4,2,1,4,10,İlkbahar,76.0,High
Sütlaç,Tatlı,Orta,45,8,5,3,0.625,4,15,True,7,0,4,4,3,Yaz,91.47,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,5,4,1,0.8,2,17,True,1,0,1,1,4,İlkbahar,81.8,High
Kıymalı Makarna,Ana Yemek,Orta,30,4,0,4,0.0,0,10,True,2,1,2,4,12,Kış,0.0,Low
Tavuklu Salata,Salata,Orta,25,10,5,5,0.5,2,10,True,5,2,3,3,9,Yaz,71.3,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,3,1,0.75,3,28,False,2,4,2,4,12,Sonbahar,89.25,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,6,3,3,0.5,3,30,True,6,2,2,1,3,Yaz,99.1,High
Sebze Çorbası,Çorba,Kolay,28,8,0,8,0.0,0,24,False,8,2,0,4,2,Sonbahar,0.0,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,9,8,1,0.889,1,11,False,0,3,0,5,7,Sonbahar,62.51,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,7,3,0.7,3,26,True,3,1,5,4,7,Sonbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,0,6,0.0,0,27,False,7,4,3,1,9,İlkbahar,45.8,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,8,4,4,0.5,2,17,False,0,4,4,0,0,Sonbahar,81.5,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,8,1,7,0.125,0,5,True,0,1,2,1,10,Kış,0.0,Low
Yoğurt Çorbası,Çorba,Orta,35,7,2,5,0.286,2,29,False,1,5,3,3,12,Kış,43.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,1,6,0.143,1,12,True,7,0,4,5,3,Yaz,16.6,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,1,6,0.143,1,24,False,7,5,2,4,12,Sonbahar,40.0,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,9,2,7,0.222,0,5,False,1,1,1,5,0,Sonbahar,0.0,Low
Yoğurt Çorbası,Çorba,Orta,35,8,3,5,0.375,0,12,False,4,1,3,0,7,Kış,44.52,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,4,0,1.0,0,15,False,3,0,0,1,14,Yaz,77.0,High
Peynirli Tost,Kahvaltı,Kolay,10,10,0,10,0.0,0,17,False,7,3,4,4,2,Yaz,0.0,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,4,4,0.5,1,3,False,4,3,0,4,2,İlkbahar,44.9,Low
Tavuklu Salata,Salata,Orta,25,7,4,3,0.571,3,27,True,3,1,3,5,0,Sonbahar,51.0,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,5,1,4,0.2,1,12,False,1,3,4,3,9,Kış,30.8,Low
Yoğurt Çorbası,Çorba,Orta,35,8,1,7,0.125,1,28,True,6,0,5,5,10,Yaz,9.38,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,5,0,5,0.0,0,10,False,3,6,1,0,9,Kış,41.8,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,1,7,0.125,1,28,False,1,3,0,5,15,İlkbahar,0.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,9,8,1,0.889,1,28,True,1,2,2,3,12,Kış,77.11,High
Tavuklu Salata,Salata,Orta,25,10,9,1,0.9,2,14,False,8,2,0,1,15,Sonbahar,100.0,High
Sütlaç,Tatlı,Orta,45,6,0,6,0.0,0,1,True,2,1,1,0,8,Yaz,16.6,Low
Kıymalı Makarna,Ana Yemek,Orta,30,5,5,0,1.0,4,22,False,8,3,0,5,6,Kış,100.0,High
Domates Çorbası,Çorba,Kolay,25,10,5,5,0.5,1,12,False,7,0,2,0,0,İlkbahar,66.5,Medium
Sütlaç,Tatlı,Orta,45,5,5,0,1.0,3,22,False,7,6,0,4,2,Sonbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,10,4,6,0.4,2,7,True,6,6,5,1,13,Sonbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,0,7,0.0,0,24,True,8,5,1,3,0,Sonbahar,16.0,Low
Sütlaç,Tatlı,Orta,45,8,4,4,0.5,1,3,False,1,3,1,4,11,İlkbahar,37.5,Low
Muzlu Pankek,Tatlı,Orta,25,6,6,0,1.0,4,10,False,1,4,0,2,2,İlkbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,8,5,3,0.625,0,29,False,8,4,5,5,0,Yaz,78.88,High
Sebzeli Pilav,Ana Yemek,Kolay,25,4,0,4,0.0,0,19,True,0,4,3,5,1,Yaz,0.0,Low
Peynirli Tost,Kahvaltı,Kolay,10,9,6,3,0.667,4,19,True,8,4,4,1,3,Kış,100.0,High
Sebze Çorbası,Çorba,Kolay,28,4,1,3,0.25,0,24,True,4,4,4,2,7,İlkbahar,63.15,Medium
Tavuklu Sebze Sote,Ana Yemek,Orta,35,7,6,1,0.857,3,29,False,2,0,5,3,11,İlkbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,4,4,0,1.0,3,10,True,0,2,3,5,14,Kış,94.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,0,10,0.0,0,16,True,3,1,0,5,2,Yaz,0.0,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,8,6,2,0.75,2,24,True,2,0,3,2,12,Yaz,86.25,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,3,2,0.6,0,7,True,0,4,3,2,12,Yaz,80.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,8,6,2,0.75,2,5,True,6,3,3,1,5,İlkbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,5,4,0.556,3,8,False,3,2,5,3,7,Sonbahar,91.84,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,3,3,0.5,0,30,False,7,6,1,2,11,Kış,84.5,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,8,3,5,0.375,3,21,False,3,2,2,3,8,İlkbahar,54.73,Medium
Mercimek Çorbası,Çorba,Kolay,30,8,4,4,0.5,0,28,False,5,0,1,4,11,Sonbahar,25.5,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,5,0,1.0,3,25,False,0,1,0,2,13,İlkbahar,96.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,7,5,2,0.714,3,18,True,4,6,0,5,0,İlkbahar,85.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,6,6,0,1.0,0,27,True,0,3,3,5,5,Yaz,74.0,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,6,2,4,0.333,0,3,True,3,5,2,1,11,Yaz,76.67,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,7,4,3,0.571,0,18,False,5,0,4,3,8,Yaz,57.6,Medium
Domates Çorbası,Çorba,Kolay,25,6,5,1,0.833,2,11,False,4,4,1,5,11,Kış,85.17,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,10,5,5,0.5,1,15,False,7,2,4,4,3,İlkbahar,60.1,Medium
Fırında Tavuk,Ana Yemek,Orta,45,8,7,1,0.875,0,26,False,1,4,2,3,3,Kış,70.22,Medium
Mevsim Salata,Salata,Kolay,10,8,4,4,0.5,1,13,True,1,0,3,4,9,Yaz,38.3,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,2,2,0.5,1,4,False,6,4,5,1,8,Kış,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,8,5,3,0.625,4,16,False,8,4,0,2,7,Sonbahar,95.28,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,4,6,0.4,3,13,True,1,6,0,3,13,Yaz,62.0,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,9,1,8,0.111,1,28,True,6,6,3,3,4,Sonbahar,37.69,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,10,1,9,0.1,1,22,False,5,2,1,4,12,Kış,0.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,5,1,4,0.2,1,26,False,8,0,1,1,5,Yaz,45.0,Medium
Domates Çorbası,Çorba,Kolay,25,4,2,2,0.5,2,19,False,6,2,5,4,6,İlkbahar,80.7,High
Mercimek Çorbası,Çorba,Kolay,30,7,3,4,0.429,1,19,False,7,2,4,5,9,Yaz,54.8,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,4,4,0.5,2,30,False,1,6,5,1,8,İlkbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,10,7,3,0.7,3,17,False,4,3,0,2,14,İlkbahar,90.5,High
Kıymalı Makarna,Ana Yemek,Orta,30,5,0,5,0.0,0,4,False,5,3,2,0,3,Yaz,31.6,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,5,3,0.625,1,8,False,8,5,3,5,2,Yaz,83.28,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,6,3,3,0.5,2,28,False,6,1,1,0,10,Sonbahar,67.5,Medium
